word,star,1,2,3,4,5
DƏNİZTISBAĞASI,***,isim,,,,
DƏNİZULDUZU,***,isim,,,,
DƏNİZZANBAĞI,***,isim,,,,
DƏNQURUDAN,***,sifət,,,,
DƏNLƏMƏ,***,isim,,,,
DƏNLƏMƏK,***,fel,,,,
DƏNLƏNMƏ,***,isim,,,,
DƏNLƏNMƏK,***,fel,,,,
DƏNLƏŞMƏ,***,isim,,,,
DƏNLƏŞMƏK,***,fel,,,,
DƏNLƏTDİRMƏ,***,isim,,,,
DƏNLƏTDİRMƏK,***,fel,,,,
DƏNLƏTMƏ,***,isim,,,,
DƏNLƏTMƏK,***,fel,,,,
DƏNLİ,***,sifət,,,,
DƏNLİK,***,fel,isim,sifət,,
DƏNLİLİK,***,isim,,,,
DƏNSİZ,***,sifət,,,,
DƏNSİZLƏNMƏ,***,isim,,,,
DƏNSİZLƏNMƏK,***,fel,,,,
DƏNSİZLİK,***,isim,,,,
"DƏNTƏMİZLƏYƏN, DƏNTƏMİZLƏYİCİ",***,fel,isim,sifət,,
DƏRBƏ,***,isim,,,,
DƏRBƏÇƏ,***,isim,,,,
DƏRBƏDƏR,***,sifət,,,,
DƏRBƏND,***,isim,,,,
DƏRBƏNDİ,***,isim,,,,
DƏRBƏRƏ,***,isim,,,,
DƏRBƏSTƏ,***,fel,isim,sifət,,
DƏRC,***,,,,,
DƏRD,***,,isim,,,
DƏRD(İ)-HAL,***,isim,,,,
DƏRD(İ)-SƏR,***,isim,,,,
DƏRD(Ü)-MÖHNƏT,***,isim,,,,
DƏRD-BƏLA,***,isim,,,,
DƏRDBİLƏN,***,fel,isim,,,
DƏRDBİLMƏZ,***,isim,,,,
DƏRD-DİL,***,isim,,,,
DƏRDƏCƏR,***,sifət,,,,
DƏRD-ƏLƏM,***,isim,,,,
DƏRD-ƏLƏMLİ,***,sifət,,,,
DƏRDƏSƏR,***,isim,,,,
DƏRDƏSƏRLİ,***,sifət,,,,
DƏRDƏST,***,,,,,
DƏRD-ƏZAB,***,isim,,,,
DƏRD-ƏZABLI,***,sifət,,,,
DƏRDİ-DİL,***,isim,,,,
DƏRDİMƏND,***,fel,isim,sifət,,
DƏRDİRİLMƏ,***,isim,,,,
DƏRDİRİLMƏK,***,fel,,,,
DƏRDİRMƏ,***,isim,,,,
DƏRDİRMƏK,***,fel,,,,
DƏRDKEŞ,***,isim,,,,
DƏRD-KƏDƏR,***,isim,,,,
DƏRD-QƏM,***,isim,,,,
DƏRD-QƏMLİ,***,sifət,,,,
DƏRD-QÜSSƏ,***,isim,,,,
DƏRD-QÜSSƏLİ,***,sifət,,,,
DƏRDLƏNDİRİCİ,***,sifət,,,,
DƏRDLƏNDİRMƏ,***,fel,isim,,,
DƏRDLƏNDİRMƏK,***,fel,,,,
DƏRDLƏNMƏ,***,isim,,,,
DƏRDLƏNMƏK,***,fel,,,,
DƏRDLƏŞMƏ,***,isim,,,,
DƏRDLƏŞMƏK,***,fel,,,,
DƏRDLƏTMƏ,***,isim,,,,
DƏRDLƏTMƏK,***,fel,,,,
DƏRDLİ,***,sifət,zərf,,,
DƏRDLİLİK,***,isim,,,,
DƏRDMƏND,***,fel,isim,sifət,,
DƏRDNAK,***,sifət,zərf,,,
DƏRDSİZ,***,fel,isim,sifət,,
DƏRDSİZ-QƏMSİZ,***,sifət,,,,
DƏRDSİZLİK,***,isim,,,,
DƏRDÜ-BƏLA,***,isim,,,,
DƏRDÜ-QƏM,***,isim,,,,
DƏRDÜ-QÜSSƏ,***,isim,,,,
DƏRDÜ-MÖHNƏT,***,,,,,
DƏRDVERİCİ,***,sifət,,,,
DƏRƏ,***,isim,,,,
DƏRƏBƏY(İ),***,isim,,,,
DƏRƏBƏY(İ)LİK,***,isim,,,,
DƏRƏCƏ,***,isim,,,,
DƏRƏCƏLƏMƏ,***,isim,,,,
DƏRƏCƏLƏMƏK,***,fel,,,,
DƏRƏCƏLƏNMƏ,***,fel,isim,,,
DƏRƏCƏLƏNMƏK,***,fel,,,,
DƏRƏCƏLİ,***,sifət,,,,
DƏRƏCƏSİZ,***,sifət,,,,
DƏRƏCİK,***,isim,,,,
DƏRƏK,***,isim,,,,
DƏRƏLİK,***,fel,isim,,,
DƏRƏLİK-TƏPƏLİK,***,isim,,,,
DƏRƏLİ-TƏPƏLİ,***,sifət,,,,
DƏRƏMUM,***,isim,,,,
DƏRƏ-TƏPƏ,***,isim,,,,
DƏRƏ-TƏPƏLİ,***,sifət,,,,
DƏRƏ-TƏPƏLİK,***,isim,,,,
"DƏRGAH, DƏRGƏH",***,isim,,,,
DƏRHAL,***,zərf,,,,
DƏRHƏQİQƏT,***,zərf,,,,
DƏRİ,***,isim,,,,
DƏRİALTI,***,isim,,,,
DƏRİAŞILAYAN,***,isim,,,,
DƏRİBİÇƏN,***,fel,isim,,,
DƏRİBOYAYAN,***,fel,isim,,,
DƏRİCİK,***,isim,,,,
DƏRİÇƏ,***,isim,,,,
DƏRİÇİ,***,,isim,,,
DƏRİÇİLİK,***,isim,,,,
DƏRİXANA,***,isim,,,,
DƏRİLİ,***,sifət,,,,
DƏRİLİK,***,sifət,,,,
DƏRİLMƏ,***,isim,,,,
DƏRİLMƏK,***,fel,,,,
DƏRİN,***,fel,isim,sifət,zərf,
DƏRİNDƏN,***,fel,zərf,,,
DƏRİNDÜŞÜNCƏLİ,***,sifət,,,,
DƏRİNDÜŞÜNCƏLİLİK,***,isim,,,,
DƏRİNFİKİRLİ,***,sifət,,,,
DƏRİNFİKİRLİLİK,***,isim,,,,
DƏRİNLƏŞDİRİCİ,***,sifət,,,,
DƏRİNLƏŞDİRİLMƏ,***,isim,,,,
DƏRİNLƏŞDİRİLMƏK,***,fel,,,,
DƏRİNLƏŞDİRMƏ,***,isim,,,,
DƏRİNLƏŞDİRMƏK,***,fel,,,,
DƏRİNLƏŞMƏ,***,isim,,,,
DƏRİNLƏŞMƏK,***,fel,,,,
DƏRİNLƏTMƏ,***,isim,,,,
DƏRİNLƏTMƏK,***,fel,,,,
DƏRİNLİK,***,isim,,,,
DƏRİNLİKÖLÇƏN,***,sifət,,,,
DƏRİSİQARA,***,sifət,,,,
DƏRİSİTİKANLILAR,***,isim,,,,
DƏRİSOYAN,***,isim,,,,
DƏRİŞDİRMƏ,***,isim,,,,
DƏRİŞDİRMƏK,***,fel,,,,
DƏRİÜSTLÜYÜ,***,isim,,,,
DƏRK,***,,,,,
DƏRKAL,***,isim,,,,
DƏRKAR,***,,,,,
DƏRKEDİLMƏZ,***,sifət,,,,
DƏRKEDİLMƏZLİK,***,isim,,,,
DƏRKƏNAR,***,isim,,,,
DƏRMAN,***,isim,,,,
DƏRMANÇI,***,isim,,,,
"DƏRMANÇİLƏYƏN, DƏRMANÇİLƏYİCİ",***,sifət,,,,
DƏRMAN-DAVA,***,isim,,,,
DƏRMAN-DAVACAT,***,isim,,,,
DƏRMANXANA,***,isim,,,,
DƏRMANLAMA,***,fel,isim,,,
DƏRMANLAMAQ,***,fel,,,,
DƏRMANLANMA,***,isim,,,,
DƏRMANLANMAQ,***,fel,,,,
DƏRMANLATMA,***,fel,isim,,,
DƏRMANLATMAQ,***,fel,,,,
DƏRMANLAYICI,***,sifət,,,,
DƏRMANLI,***,sifət,,,,
DƏRMANPƏZİR,***,zərf,,,,
DƏRMANSIZ,***,sifət,,,,
DƏRMANSIZLIQ,***,isim,,,,
DƏRMƏ,***,isim,sifət,,,
DƏRMƏDİRLİK,***,isim,,,,
DƏRMƏK,***,fel,,,,
DƏRMİYAN,***,isim,,,,
DƏRNƏ,***,isim,,,,
DƏRNƏ,***,isim,,,,
DƏRNƏK,***,isim,,,,
DƏRNƏKÇİ,***,isim,,,,
DƏRNƏKÇİLİK,***,isim,,,,
DƏRO,***,isim,,,,
DƏROSƏR,***,isim,,,,
DƏRRAKƏ,***,,isim,,,
DƏRRAKƏLİ,***,sifət,,,,
DƏRRAKƏLİLİK,***,isim,,,,
DƏRRAKƏSİZ,***,sifət,,,,
DƏRRAKƏSİZLİK,***,isim,,,,
DƏRS,***,isim,,,,
DƏRSARASI,***,sifət,,,,
DƏRSDƏNKƏNAR,***,sifət,,,,
DƏRSLİ,***,sifət,,,,
DƏRSLİK,***,isim,,,,
DƏRSSİZ,***,sifət,,,,
DƏRUN,***,isim,,,,
DƏRUNİ,***,sifət,,,,
DƏRVAZA,***,isim,,,,
DƏRVİŞ,***,isim,,,,
DƏRVİŞANƏ,***,sifət,,,,
DƏRVİŞLİK,***,isim,,,,
DƏRYA,***,isim,,,,
DƏRYACA,***,,,,,
DƏRYAÇA,***,isim,,,,
DƏRYAZ,***,isim,,,,
DƏRYAZLAMA,***,isim,,,,
DƏRYAZLAMAQ,***,fel,,,,
DƏRYAZLANMA,***,isim,,,,
DƏRYAZLANMAQ,***,fel,,,,
DƏRZ,***,isim,zərf,,,
DƏRZBAĞLAYAN,***,sifət,,,,
DƏRZDAŞIYAN,***,sifət,,,,
DƏRZƏLAH,***,isim,,,,
DƏRZƏNƏK,***,isim,,,,
DƏRZİ,***,isim,,,,
DƏRZİXANA,***,isim,,,,
DƏRZİQUŞU,***,isim,,,,
DƏRZİLİK,***,isim,,,,
DƏRZLƏMƏ,***,isim,,,,
DƏRZLƏMƏK,***,fel,,,,
DƏRZLƏNMƏ,***,isim,,,,
DƏRZLƏNMƏK,***,fel,,,,
DƏRZLİK,***,sifət,,,,
DƏRZYIĞAN,***,sifət,,,,
DƏSAYİS,***,isim,,,,
DƏSGAH,***,isim,,,,
DƏSGAHLI,***,sifət,,,,
DƏSGİRƏ,***,isim,,,,
DƏSXOŞ,***,isim,,,,
DƏSİSƏ,***,isim,,,,
DƏSMAL,***,isim,,,,
DƏSMALASAN,***,isim,,,,
DƏSMALI,***,isim,,,,
DƏSMALLAMA,***,isim,,,,
DƏSMALLAMAQ,***,fel,,,,
DƏSMALLANMA,***,fel,isim,,,
DƏSMALLANMAQ,***,fel,,,,
DƏST,***,isim,zərf,,,
DƏST,***,isim,,,,
DƏSTAN,***,isim,,,,
DƏSTAR,***,isim,,,,
DƏSTAVÜZ,***,isim,,,,
DƏSTBƏND,***,isim,,,,
DƏSTDİRAZ,***,sifət,,,,
DƏSTDİRAZLIQ,***,isim,,,,
DƏSTƏ,***,isim,zərf,,,
DƏSTƏ,***,isim,,,,
DƏSTƏ,***,isim,,,,
DƏSTƏBAŞÇI,***,isim,,,,
DƏSTƏBAŞÇILIQ,***,isim,,,,
DƏSTƏBAŞI,***,isim,,,,
DƏSTƏBAŞILIQ,***,isim,,,,
DƏSTƏBAZ,***,sifət,,,,
DƏSTƏBAZLIQ,***,isim,,,,
DƏSTƏBƏDƏSTƏ,***,zərf,,,,
DƏSTƏÇİ,***,isim,,,,
DƏSTƏÇİN,***,sifət,,,,
DƏSTƏK,***,isim,,,,
DƏSTƏKLƏMƏ,***,isim,,,,
DƏSTƏKLƏMƏK,***,fel,,,,
DƏSTƏKLƏNMƏ,***,fel,isim,,,
DƏSTƏKLƏNMƏK,***,fel,,,,
DƏSTƏKLƏTMƏ,***,isim,,,,
DƏSTƏKLƏTMƏK,***,fel,,,,
DƏSTƏKLİ,***,sifət,,,,
DƏSTƏKLİK,***,sifət,,,,
DƏSTƏKSİZ,***,sifət,,,,
DƏSTƏLƏMƏ,***,isim,,,,
DƏSTƏLƏMƏK,***,fel,,,,
DƏSTƏLƏNDİRMƏ,***,isim,,,,
DƏSTƏLƏNDİRMƏK,***,fel,,,,
DƏSTƏLƏNMƏ,***,isim,,,,
DƏSTƏLƏNMƏK,***,fel,fel,,,
DƏSTƏLƏŞMƏ,***,isim,,,,
DƏSTƏLƏŞMƏK,***,fel,,,,
DƏSTƏLƏTDİRMƏ,***,isim,,,,
DƏSTƏLƏTDİRMƏK,***,fel,,,,
DƏSTƏLƏTMƏ,***,isim,,,,
DƏSTƏLƏTMƏK,***,fel,,,,
DƏSTƏLİ,***,sifət,,,,
DƏSTƏMAZ,***,fel,isim,,,
DƏSTƏMAZLI,***,sifət,,,,
DƏSTƏMİC,***,isim,,,,
DƏSTƏMUZD,***,isim,,,,
DƏSTƏRƏK,***,isim,,,,
DƏSTƏRXAN,***,fel,isim,,,
DƏSTFƏRMAN,***,isim,,,,
DƏSTGAH,***,isim,,,,
DƏSTGİR,***,isim,,,,
DƏSTGİRƏ,***,isim,,,,
DƏST-XƏTT,***,isim,,,,
DƏSTİ,***,isim,,,,
DƏSTİ,***,zərf,,,,
DƏSTİ-XƏTT,***,isim,,,,
DƏST-PAÇA,***,isim,,,,
DƏSTPƏRVƏRDƏ,***,isim,,,,
DƏSTRƏS,***,,,,,
DƏSTUR,***,isim,,,,
DƏSTURÜLƏMƏL,***,isim,,,,
DƏŞNƏ,***,isim,,,,
DƏŞT,***,isim,,,,
DƏŞTİ,***,isim,,,,
DƏVA,***,,,,,
DƏVA,***,,,,,
DƏVAM,***,isim,,,,
DƏVAT,***,isim,,,,
DƏVƏ,***,isim,,,,
DƏVƏCƏR,***,isim,,,,
DƏVƏCİK,***,isim,,,,
DƏVƏÇİ,***,isim,,,,
DƏVƏÇİLİK,***,isim,,,,
DƏVƏDABANI,***,isim,,,,
DƏVƏDƏLLƏYİ,***,isim,,,,
DƏVƏFINDIĞI,***,isim,,,,
DƏVƏGÖTÜRMƏZ,***,sifət,,,,
DƏVƏQIRAN,***,isim,,,,
DƏVƏQIRXAN,***,isim,,,,
DƏVƏQULAĞI,***,isim,,,,
DƏVƏQUŞU,***,isim,,,,
DƏVƏLİ,***,fel,isim,sifət,,
DƏVƏOTU,***,isim,,,,
DƏVƏRƏGÖZ,***,,,,,
DƏVƏT,***,isim,,,,
DƏVƏTEDİCİ,***,sifət,,,,
DƏVƏTİKANI,***,isim,,,,
DƏVƏTLİ,***,sifət,,,,
DƏVƏTNAMƏ,***,isim,,,,
DƏVƏYUNU,***,sifət,,,,
DƏYANƏT,***,isim,,,,
DƏYANƏTLİ,***,sifət,,,,
DƏYANƏTLİLİK,***,isim,,,,
DƏYANƏTSİZ,***,sifət,,,,
DƏYANƏTSİZLİK,***,isim,,,,
DƏYDİRMƏK,***,fel,,,,
DƏYƏ,***,isim,,,,
DƏYƏCİK,***,isim,,,,
DƏYƏLİK,***,isim,,,,
DƏYƏNƏK,***,isim,,,,
DƏYƏNƏKAYAQLILAR,***,isim,,,,
DƏYƏNƏKLƏMƏ,***,fel,isim,,,
DƏYƏNƏKLƏMƏK,***,fel,,,,
DƏYƏNƏKLİ,***,sifət,,,,
DƏYƏR,***,fel,isim,sifət,,
DƏYƏR-DƏYMƏZİNƏ,***,zərf,,,,
DƏYƏRLİ,***,sifət,,,,
DƏYƏRLİLİK,***,isim,,,,
DƏYƏRSİZ,***,sifət,,,,
DƏYƏRSİZLİK,***,isim,,,,
DƏYİRMAN,***,isim,,,,
DƏYİRMANÇI,***,isim,,,,
DƏYİRMANÇILIQ,***,isim,,,,
DƏYİRMANDAŞI,***,isim,,,,
DƏYİRMANXANA,***,isim,,,,
DƏYİRMANLIQ,***,sifət,,,,
DƏYİRMƏ,***,isim,,,,
DƏYİRMİ,***,sifət,,,,
DƏYİRMİCƏ,***,sifət,,,,
DƏYİRMİLƏMƏ,***,isim,,,,
DƏYİRMİLƏMƏK,***,fel,,,,
DƏYİRMİLƏNMƏ,***,isim,,,,
DƏYİRMİLƏNMƏK,***,fel,,,,
DƏYİRMİLƏŞDİRİLMƏ,***,isim,,,,
DƏYİRMİLƏŞDİRİLMƏK,***,fel,,,,
DƏYİRMİLƏŞDİRMƏ,***,isim,,,,
DƏYİRMİLƏŞDİRMƏK,***,fel,,,,
DƏYİRMİLƏŞMƏ,***,fel,isim,,,
DƏYİRMİLƏŞMƏK,***,fel,,,,
DƏYİRMİLƏTMƏ,***,fel,isim,,,
DƏYİRMİLƏTMƏK,***,fel,,,,
DƏYİRMİLİK,***,isim,,,,
DƏYİRMİSİFƏT,***,sifət,,,,
DƏYİRMİSOV,***,sifət,,,,
DƏYİŞDİRİCİ,***,isim,,,,
DƏYİŞDİRİLMƏ,***,isim,,,,
DƏYİŞDİRMƏ,***,isim,,,,
DƏYİŞDİRMƏK,***,fel,,,,
DƏYİŞDİRTMƏ,***,isim,,,,
DƏYİŞDİRTMƏK,***,fel,,,,
DƏYİŞ-DÜYÜŞ,***,isim,,,,
DƏYİŞƏCƏK,***,isim,,,,
DƏYİŞƏK,***,isim,,,,
DƏYİŞƏKÇİ,***,isim,,,,
DƏYİŞƏKLİ,***,sifət,,,,
DƏYİŞƏKLİK,***,sifət,,,,
DƏYİŞƏKTİKƏN,***,isim,,,,
DƏYİŞƏN,***,fsifət,,,,
DƏYİŞİK,***,isim,,,,
DƏYİŞİKLİK,***,isim,,,,
DƏYİŞİLMƏ,***,isim,,,,
DƏYİŞİLMƏK,***,,fel,,,
DƏYİŞİLMƏYƏN,***,fsifət,,,,
DƏYİŞİLMƏZ,***,sifət,,,,
DƏYİŞKƏN,***,sifət,,,,
DƏYİŞKƏNLİK,***,isim,,,,
DƏYİŞMƏ,***,isim,,,,
DƏYİŞMƏK,***,fel,zərf,,,
DƏYİŞMƏMƏZLİK,***,isim,,,,
DƏYİŞMƏZ,***,sifət,,,,
DƏYİŞMƏZLİK,***,isim,,,,
DƏYMƏ,***,isim,,,,
DƏYMƏ,***,isim,,,,
DƏYMƏDÜŞƏR,***,sifət,,,,
DƏYMƏDÜŞƏRLİK,***,isim,,,,
DƏYMƏK,***,fel,,,,
DƏYMƏK,***,fel,,,,
DƏYMƏQAÇ,***,isim,,,,
DƏYMƏMİŞ,***,fsifət,,,,
DƏYMƏZ,***,ədat,,,,
DƏYMİŞ,***,sifət,,,,
DƏYYUS,***,isim,,,,
DƏYYUSLUQ,***,isim,,,,
DƏZGAH,***,isim,,,,
DƏZGAHALTI,***,isim,,,,
DƏZGAHÇI,***,isim,,,,
DƏZGAHQAYIRAN,***,sifət,,,,
DƏZGAHQAYIRMA,***,fel,isim,sifət,,
DƏZGAHLI,***,sifət,,,,
DƏZGAHSAZLAYAN,***,isim,,,,
DIBIR,***,isim,,,,
DIBIRIQ,***,zərf,,,,
DIĞ,***,isim,,,,
DIĞA,***,isim,,,,
DIĞDIĞ,***,isim,,,,
DIĞ-DIĞ,***,,,,,
DIĞDIĞA,***,,,,,
DIĞDIĞI,***,fel,isim,sifət,,
DIĞILDAMA,***,isim,,,,
DIĞILDAMAQ,***,fel,,,,
DIĞILTI,***,isim,,,,
DIĞIR,***,isim,,,,
DIĞIRLADILMA,***,isim,,,,
DIĞIRLADILMAQ,***,fel,,,,
DIĞIRLAMA,***,isim,,,,
DIĞIRLAMAQ,***,fel,,,,
DIĞIRLANMA,***,isim,,,,
DIĞIRLANMAQ,***,fel,,,,
DIĞIRLATMA,***,isim,,,,
DIĞIRLATMAQ,***,fel,,,,
DIĞLAMA,***,isim,,,,
DIĞLAMAQ,***,fel,,,,
DIĞLANMA,***,isim,,,,
DIĞLANMAQ,***,fel,,,,
DIĞLATMA,***,isim,,,,
DIĞLATMAQ,***,fel,,,,
DIQQA,***,,,,,
DIQQAN(A),***,zərf,,,,
DIQQAN(A)CIQ,***,sifət,,,,
DIQQI,***,zərf,,,,
DIQQILDATMA,***,isim,,,,
DIQQILDATMAQ,***,fel,,,,
DIQQILI,***,zərf,,,,
DIQQILTI,***,isim,,,,
DILĞIR,***,fel,isim,sifət,,
DILĞIRLAMAQ,***,fel,,,,
DILĞIRLIQ,***,isim,,,,
DIMIQ,***,isim,,,,
DINBIZ,***,sifət,,,,
DINQ,***,,,,,
DINQADIRINQ,***,isim,,,,
DINQILDAMA,***,isim,,,,
DINQILDAMAQ,***,fel,,,,
DINQILDATMA,***,isim,,,,
DINQILDATMAQ,***,fel,,,,
DINQILI,***,sifət,,,,
DINQILTI,***,isim,,,,
DINQIR,***,isim,,,,
DIRILDAMAQ,***,fel,,,,
DIRMAQLAMAQ,***,fel,,,,
DIRMAQLANMA,***,isim,,,,
DIRMAQLANMAQ,***,fel,,,,
DIRMALAMA,***,isim,,,,
DIRMALAMAQ,***,fel,,,,
DIRMANDIRMAQ,***,fel,,,,
DIRMANMA,***,isim,,,,
DIRMANMAQ,***,fel,,,,
DIRMAŞDIRMA,***,isim,,,,
DIRMAŞDIRMAQ,***,fel,,,,
DIRMAŞMA,***,isim,,,,
DIRMAŞMAQ,***,fel,,,,
DIRMIQ,***,isim,,,,
DIRMIQÇI,***,isim,,,,
DIRMIQLAMA,***,isim,,,,
DIRMIQLAMAQ,***,fel,,,,
DIRMIQLANMA,***,isim,,,,
DIRMIQLANMAQ,***,fel,,,,
DIRNAĞAOXŞAR,***,sifət,,,,
DIRNAQ,***,isim,,,,
DIRNAQARASI,***,sifət,,,,
DIRNAQBAĞASI,***,isim,,,,
DIRNAQCIQ,***,isim,,,,
DIRNAQDİBİ,***,isim,,,,
DIRNAQLAMA,***,isim,,,,
DIRNAQLAMAQ,***,fel,,,,
DIRNAQLANMA,***,isim,,,,
DIRNAQLANMAQ,***,fel,fel,,,
DIRNAQLAŞMA,***,isim,,,,
DIRNAQLAŞMAQ,***,fel,,,,
DIRNAQLI,***,sifət,,,,
DIRNAQLILAR,***,isim,,,,
DIRNAQSIZ,***,sifət,,,,
DIRNAQŞƏKİLLİ,***,sifət,,,,
DIRNAQTUTAN,***,isim,,,,
DIŞ,***,isim,,,,
DIŞARI,***,isim,,,,
"DIZ-DIZ, DIZZ",***,,,,,
DIZIXMAQ,***,fel,,,,
DIZILDAMAQ,***,fel,,,,
DIZILTI,***,isim,,,,
DIZQAX,***,isim,,,,
Dİ,***,ədat,,,,
DİABET,***,,,,,
DİABETLİ,***,fel,isim,sifət,,
DİAFRAQMA,***,,,,,
DİAFRAQMALI,***,sifət,,,,
DİAKRİTİK,***,sifət,,,,
DİAQNOST,***,,,,,
DİAQNOSTİK,***,sifət,,,,
DİAQNOSTİKA,***,,,,,
DİAQNOZ,***,,,,,
DİAQONAL,***,,,,,
DİAQRAM,***,,,,,
DİALEKT,***,,,,,
DİALEKTAL,***,sifət,,,,
DİALEKTİK,***,isim,,,,
DİALEKTİK,***,sifət,,,,
DİALEKTİKA,***,,,,,
DİALEKTİZM,***,,,,,
DİALEKTOLOGİYA,***,,,,,
DİALEKTOLOJİ,***,sifət,,,,
DİALEKTOLOQ,***,,,,,
DİALOJİ,***,sifət,,,,
DİALOQ,***,,,,,
DİAMAT,***,,,,,
DİAMETR,***,,,,,
DİAMETRAL,***,sifət,,,,
DİAMETRLİ,***,sifət,,,,
DİAPAZON,***,,,,,
DİAPAZONLU,***,sifət,,,,
DİAPOZİTİV,***,,,,,
DİASPOR,***,isim,,,,
DİATERMİYA,***,,,,,
DİATEZ,***,,,,,
DİATONİK,***,sifət,,,,
DİB,***,isim,,,,
DİBA,***,fel,isim,,,
DİBAÇƏ,***,isim,,,,
DİBCİK,***,isim,,,,
DİBÇƏK,***,isim,,,,
DİBÇƏKVARİ,***,sifət,,,,
DİBDƏNÇIXMA,***,sifət,,,,
DİBDƏNDÜŞMƏ,***,sifət,,,,
DİBDOLDURAN,***,fel,isim,,,
DİBƏK,***,isim,,,,
DİBİR,***,isim,,,,
DİBİYASTI,***,sifət,,,,
DİBLİ,***,sifət,,,,
DİBLİK,***,isim,,,,
DİBÖLÇƏN,***,isim,,,,
DİBSİZ,***,sifət,,,,
DİDAKTİK,***,sifət,,,,
DİDAKTİKA,***,,,,,
DİDAR,***,fel,isim,,,
DİDDİRMƏ,***,isim,,,,
DİDDİRMƏK,***,fel,,,,
DİDƏ,***,isim,,,,
DİDƏLƏMƏ,***,isim,,,,
DİDƏLƏMƏK,***,fel,,,,
DİDƏRGİN,***,,sifət,,,
DİDƏRGİNLİK,***,isim,,,,
DİDİK,***,sifət,,,,
DİDİK-DİDİK,***,sifət,,,,
DİDİKLƏMƏ,***,isim,,,,
DİDİKLƏMƏK,***,fel,,,,
DİDİKLƏNMƏ,***,isim,,,,
DİDİKLƏNMƏK,***,fel,,,,
DİDİKLƏNMİŞ,***,fsifət,,,,
DİDİLMƏ,***,isim,,,,
DİDİLMƏK,***,fel,,,,
DİDİM-DİDİM,***,sifət,,,,
DİDİNMƏ,***,isim,,,,
DİDİNMƏK,***,fel,,,,
DİDİNTİ,***,isim,,,,
DİDİŞDİRİLMƏ,***,isim,,,,
DİDİŞDİRİLMƏK,***,fel,,,,
DİDİŞDİRMƏ,***,isim,,,,
DİDİŞDİRMƏK,***,,fel,,,
DİDİŞMƏ,***,isim,,,,
DİDİŞMƏK,***,fel,,,,
DİDİŞMƏSALAN,***,isim,,,,
DİDMƏ,***,isim,,,,
DİDMƏK,***,fel,,,,
DİDMƏLƏMƏ,***,isim,,,,
DİDMƏLƏMƏK,***,fel,,,,
DİFERENSİAL,***,fel,,,,
DİFERENSİASİYA,***,,,,,
DİFFUZ,***,sifət,,,,
DİFTERİTLİ,***,sifət,,,,
"DİFTERİYA, DİFTERİT",***,,,,,
DİFTONQ,***,,,,,
DİFTONQLAŞMA,***,isim,,,,
DİFTONQLAŞMAQ,***,fel,,,,
DİFTONQLUQ,***,isim,,,,
DİFTONQVARİ,***,sifət,,,,
DİGƏ,***,isim,,,,
DİGƏR,***,sifət,,,,
DİGƏRGUN,***,fel,sifət,,,
DİK,***,fel,isim,sifət,zərf,
DİKBAŞ,***,fel,isim,sifət,,
DİKBAŞLIQ,***,isim,,,,
DİKBIĞ,***,sifət,,,,
DİKBURUN,***,sifət,,,,
DİKCƏ,***,zərf,,,,
DİKDABAN,***,sifət,,,,
DİKDİR,***,isim,,,,
DİKƏLDİLMƏ,***,isim,,,,
DİKƏLDİLMƏK,***,fel,,,,
DİKƏLMƏ,***,isim,,,,
DİKƏLMƏK,***,fel,,,,
DİKƏLTMƏ,***,isim,,,,
DİKƏLTMƏK,***,fel,,,,
DİKİLİ,***,sifət,,,,
DİKİLMƏ,***,isim,,,,
DİKİLMƏK,***,fel,,,,
DİKİNƏ,***,zərf,,,,
DİKQULAQ,***,sifət,,,,
DİKLƏMƏ,***,zərf,,,,
DİKLƏMƏK,***,fel,,,,
DİKLƏNDİRMƏ,***,isim,,,,
DİKLƏNDİRMƏK,***,fel,,,,
DİKLƏNMƏ,***,isim,,,,
DİKLƏNMƏK,***,fel,,,,
DİKLƏŞDİRMƏ,***,isim,,,,
DİKLƏŞDİRMƏK,***,fel,,,,
DİKLƏŞMƏ,***,isim,,,,
DİKLƏŞMƏK,***,fel,,,,
DİKLƏTDİRMƏK,***,fel,,,,
DİKLƏTMƏ,***,isim,,,,
DİKLƏTMƏK,***,fel,,,,
DİKLİ,***,sifət,,,,
DİKLİK,***,isim,,,,
DİKMƏ,***,isim,,,,
DİKMƏK,***,fel,,,,
DİKMƏK,***,fel,isim,,,
DİKSİNDİRMƏ,***,isim,,,,
DİKSİNDİRMƏK,***,fel,,,,
DİKSİNİŞ,***,isim,,,,
DİKSİNMƏ,***,isim,,,,
DİKSİNMƏK,***,fel,,,,
DİKSİYA,***,,,,,
DİKTAT,***,,,,,
DİKTATOR,***,,,,,
DİKTATORLUQ,***,isim,,,,
DİKTATURA,***,,,,,
DİKTƏ,***,,,,,
DİKTOR,***,,,,,
DİKTORLUQ,***,isim,,,,
DİKYARPAQ(LI),***,sifət,,,,
DİQQƏT,***,isim,zərf,,,
DİQQƏTCİL,***,sifət,,,,
DİQQƏTCİLLİK,***,isim,,,,
DİQQƏTƏLAYİQ,***,sifət,,,,
DİQQƏTƏŞAYAN,***,sifət,,,,
DİQQƏTLİ,***,,sifət,,,
DİQQƏTLİLİK,***,isim,,,,
DİQQƏTSİZ,***,sifət,,,,
DİQQƏTSİZCƏSİNƏ,***,zərf,,,,
DİQQƏTSİZLİK,***,isim,,,,
DİL,***,fel,isim,,,
DİL,***,isim,,,,
